Street,Bus Line,Departure Time,RouteDescription,Route Duration (minutes)
Braće Čolaković,Bus Line 5,14:29,"The bus passes through the streets: Grbavica, Jug Bogdana, Mihajla Pupina, Vladimira Perića, Stefana Dečanskog, Dunavska, Aleksandra Vulina, Svetosavska, Braće Radić, Kneza Mihailova. On the way, you can see: Žeželj Bridge, Svetozar Miletić Monument.",32
Kneza Mihaila,Bus Line 34,22:45,"The bus passes through the streets: Zmaj Jovina, Temerinska, Miloša Obilića, Gogoljeva, Maršala Tita. On the way, you can see: Spens Sports Center, City Hall, Limanski Park, Freedom Square.",54
Laze Kostića,Bus Line 67,14:09,"The bus passes through the streets: Milutina Milankovića, Gogoljeva, Braće Janjić, Kneza Lazara, Braće Jovanović, Petefi Šandora, Salajka, Kneza Miloša, Živojina Mišića, Stepanovići. On the way, you can see: Cathedral of Saint George, Big Shopping Mall.",44
Vojvode Mišića,Bus Line 51,9:44,"The bus passes through the streets: Partizanska, Vuka Karadžića, Njegoševa, Njegoševa, Kraljice Marije, Telep. On the way, you can see: Danube Park, Spens Sports Center, Petrovaradin Fortress, Strand Beach.",35
Kralja Milana,Bus Line 89,11:46,"The bus passes through the streets: Bulevar Oslobođenja, Nikole Tesle, Jovana Cvijića, Braće Ribnikar, Braće Jovanović, Braće Stefanović, Milovana Glišića, Nova 1. On the way, you can see: Fish Market, Liberty Square, Cathedral of Saint George.",48
Nova 1,Bus Line 57,16:24,"The bus passes through the streets: Svetosavska, Somborska Rampa, Petra Drapšina, Detelinara, Miloša Obilića, Miletićeva, Novosadska 2. On the way, you can see: Limanski Park, Novi Sad Fair, Freedom Square, Fruška Gora National Park.",54
Stevana Sremca,Bus Line 47,14:44,"The bus passes through the streets: Adice, Nikole Tesle, Narodnog Fronta, Detelinara, Vojvode Mišića, Braće Ribnikar, Bulevar Mihajla Pupina, Dunavska. On the way, you can see: Svetozar Miletić Monument, Petrovaradin Fortress, Fish Market, Serbian National Theatre.",58
Jovana Cvijića,Bus Line 33,17:07,"The bus passes through the streets: Radnički, Nova 2, Kneza Mihailova, Detelinara, Miletićeva, Narodnih Heroja, Cara Dušana, Petefi Šandora. On the way, you can see: City Hall, Novi Sad Synagogue.",24
Braće Novaković,Bus Line 77,20:31,"The bus passes through the streets: Novosadska 1, Bulevar Oslobođenja, Jug Bogdana, Njegoševa, Braće Stefanović, Partizanska. On the way, you can see: Matica Srpska Gallery, Petrovaradin Fortress, Fish Market.",46
Ive Lole Ribara,Bus Line 27,8:37,"The bus passes through the streets: Gogoljeva, Kralja Milana, Jovana Cvijića, Beogradska, Vojislava Ilića, Svetosavska, Braće Novaković, Bulevar Oslobođenja. On the way, you can see: City Hall, Fruška Gora National Park.",23
Braće Penić,Bus Line 40,17:07,"The bus passes through the streets: Braće Đukić, Zmaj Jovina, Bulevar Evrope, Trg Slobode, Petefi Šandora, Kisacka, Nova 1, Stevana Mokranjca. On the way, you can see: Cathedral of Saint George, Matica Srpska Gallery, Novi Sad Fair.",54
Lasla Gala,Bus Line 20,13:49,"The bus passes through the streets: Braće Radić, Lasla Gala, Nova 2, Bulevar kralja Petra I, Aleksandra Vulina. On the way, you can see: City Hall, Big Shopping Mall.",59
Njegoševa,Bus Line 10,16:17,"The bus passes through the streets: Braće Ribnikar, Nikole Tesle, Vukašinovićeva, Bulevar kralja Petra I, Jug Bogdana, Petefi Šandora. On the way, you can see: Museum of Vojvodina, Žeželj Bridge, Cathedral of Saint George.",46
Maksima Gorkog,Bus Line 71,14:44,"The bus passes through the streets: Nova 2, Bulevar Evrope, Vojvode Putnika, Braće Radić, Braće Jovanović, Kneza Mihaila. On the way, you can see: Spens Sports Center, Liberty Square, Žeželj Bridge.",50
Veternik,Bus Line 91,1:40,"The bus passes through the streets: Kralja Aleksandra I Karađorđevića, Jevrejska, Zmaj Jovina, Stepanovići, Bulevar Mihajla Pupina, Dunavska, Novosadska 3. On the way, you can see: Strand Beach, Spens Sports Center.",47
Narodnog Fronta,Bus Line 88,6:05,"The bus passes through the streets: Vojvode Putnika, Sajlovo, Njegoševa, Kneza Mihaila, Đure Đakovića. On the way, you can see: Museum of Vojvodina, Cathedral of Saint George, Spens Sports Center.",41
Laze Kostića,Bus Line 25,16:44,"The bus passes through the streets: Kneza Miloša, Kisacka, Lasla Gala, Narodnog Fronta, Bulevar Jaše Tomića, Temerinska, Jovana Cvijića, Laze Telečkog, Omladinska. On the way, you can see: Danube Park, Novi Sad Fair.",43
Svetog Save,Bus Line 71,17:07,"The bus passes through the streets: Vojvode Putnika, Kraljice Marije, Vojvode Mišića, Bulevar Jaše Tomića, Banatić, Žarka Zrenjanina, Limani, Partizanska, Kralja Aleksandra I Karađorđevića. On the way, you can see: Serbian National Theatre, Petrovaradin Fortress, Danube Park.",40
Braće Čolaković,Bus Line 17,7:54,"The bus passes through the streets: Kneza Miloša, Novosadska 2, Adice, Futoška, Narodnog Fronta, Braće Ilić, Stevana Sremca, Milovana Glišića. On the way, you can see: Fish Market, Fruška Gora National Park, Museum of Vojvodina, Žeželj Bridge.",29
Mihajla Pupina,Bus Line 62,20:16,"The bus passes through the streets: Novosadska 1, Braće Penić, Cara Dušana, Braće Brkić, Radnički, Partizanska, Vuka Karadžića, Vojislava Ilića, Limani. On the way, you can see: Novi Sad Fair, Spens Sports Center, Danube River, University of Novi Sad.",27
Jug Bogdana,Bus Line 20,11:16,"The bus passes through the streets: Nikole Tesle, Milana Tepić, Nova 1, Dunavska, Đorđa Jovanovića, Mihajla Pupina, Aleksandra Vulina, Žarka Zrenjanina, Kralja Aleksandra I Karađorđevića. On the way, you can see: Liberty Square, Serbian National Theatre.",58
Balzakova,Bus Line 19,3:52,"The bus passes through the streets: Maksima Gorkog, Braće Jovanović, Zmaj Jovina, Milana Tepić, Braće Đukić, Milovana Glišića. On the way, you can see: Svetozar Miletić Monument, Serbian National Theatre, Matica Srpska Gallery, Petrovaradin Fortress.",34
Bulevar cara Lazara,Bus Line 75,7:17,"The bus passes through the streets: Radnički, Maksima Gorkog, Jevrejska, Milutina Milankovića, Dositejeva, Milovana Glišića, Svetog Save, Detelinara. On the way, you can see: University of Novi Sad, Matica Srpska Gallery, City Hall.",26
Narodnih Heroja,Bus Line 14,17:12,"The bus passes through the streets: Đorđa Jovanovića, Kralja Aleksandra, Milovana Glišića, Petefi Šandora, Zlatiborska, Vojvode Putnika, Stevana Mokranjca, Sajlovo, Braće Jerković. On the way, you can see: Danube River, Novi Sad Fair.",24
Partizanska,Bus Line 51,6:47,"The bus passes through the streets: Futog, Partizanska, Stevana Sinđelića, Vojvode Mišića, Petefi Šandora, Miše Dimitrijevića, Novosadska 2, Stepanovići, Aleksandra Vulina, Kneza Miloša. On the way, you can see: Žeželj Bridge, Petrovaradin Fortress, Freedom Square, Liberty Square.",52
Vojvode Mišića,Bus Line 63,9:04,"The bus passes through the streets: Braće Ilić, Petra Kočića, Njegoševa, Novosadska 3, Dunavska, Jovana Dučića, Narodnih Heroja, Braće Ribnikar, Majke Jugovića. On the way, you can see: City Hall, Stari Grad, Spens Sports Center.",21
Vojvode Putnika,Bus Line 81,16:47,"The bus passes through the streets: Salajka, Braće Stefanović, Dunavska, Nikole Tesle, Narodnog Fronta, Njegoševa, Petefi Šandora, Jovana Cvijića. On the way, you can see: Žeželj Bridge, Serbian National Theatre.",23
Gogoljeva,Bus Line 49,15:24,"The bus passes through the streets: Živojina Mišića, Kneza Miloša, Maksima Gorkog, Kneza Lazara, Svetosavska, Milutina Milankovića, Braće Krkljuš, Sonje Marinković. On the way, you can see: City Hall, Freedom Square, Limanski Park, Serbian National Theatre.",36
Ive Lole Ribara,Bus Line 58,16:44,"The bus passes through the streets: Miše Dimitrijevića, Svetozara Miletića, Braće Krsmanović, Lasla Gala, Braće Ribnikar, Braće Čolaković. On the way, you can see: Liberty Square, Freedom Square.",25
Kneza Lazara,Bus Line 3,23:00,"The bus passes through the streets: Svetozara Miletića, Novosadska 2, Sonje Marinković, Trg Republike, Limani, Braće Krkljuš. On the way, you can see: City Hall, Limanski Park, Novi Sad Synagogue.",21
Branka Radičevića,Bus Line 92,23:00,"The bus passes through the streets: Braće Grulović, Gogoljeva, Kralja Milana, Jovana Cvijića, Balzakova. On the way, you can see: Fruška Gora National Park, University of Novi Sad.",28
Kisacka,Bus Line 77,11:46,"The bus passes through the streets: Kralja Milana, Braće Đukić, Stevana Sremca, Kraljice Marije, Balzakova, Jug Bogdana. On the way, you can see: Freedom Square, Novi Sad Synagogue, Museum of Vojvodina, Petrovaradin Fortress.",25
Braće Krsmanović,Bus Line 18,3:52,"The bus passes through the streets: Braće Ribnikar, Bulevar Jaše Tomića, Braće Krsmanović, Kisacka, Braće Vujić, Bulevar Oslobođenja, Branka Radičevića. On the way, you can see: Cathedral of Saint George, Strand Beach, Museum of Vojvodina.",59
Maršala Tita,Bus Line 49,11:46,"The bus passes through the streets: Vojislava Ilića, Karađorđeva, Zlatiborska, Braće Milić, Braće Novaković, Jug Bogdana. On the way, you can see: Svetozar Miletić Monument, Freedom Square, Strand Beach, Museum of Vojvodina.",36
Braće Čolaković,Bus Line 61,9:44,"The bus passes through the streets: Somborska Rampa, Novosadska, Bulevar kralja Petra I, Đorđa Jovanovića, Banatić, Bulevar Slobodana Jovanovića, Braće Janjić. On the way, you can see: Novi Sad Synagogue, Limanski Park, City Hall, Fish Market.",40
Kneza Višeslava,Bus Line 70,20:24,"The bus passes through the streets: Jevrejska, Podbara, Radnički, Svetosavska, Svetosavska, Braće Jovanović, Kralja Milana, Svetosavska. On the way, you can see: University of Novi Sad, Fruška Gora National Park, Serbian National Theatre.",32
Banatić,Bus Line 90,17:12,"The bus passes through the streets: Zmaj Jovina, Zlatiborska, Sonje Marinković, Braće Stefanović, Železnička, Milutina Milankovića. On the way, you can see: Limanski Park, Liberty Square.",21
Milutina Milankovića,Bus Line 88,17:07,"The bus passes through the streets: Bulevar cara Lazara, Mihajla Pupina, Sonje Marinković, Braće Stefanović, Bulevar kralja Aleksandra, Braće Jovanović, Kralja Aleksandra I Karađorđevića. On the way, you can see: Žeželj Bridge, Big Shopping Mall, Danube River.",43
Milana Tepić,Bus Line 71,12:01,"The bus passes through the streets: Bulevar kralja Aleksandra, Vuka Karadžića, Vuka Karadžića, Novosadska 2, Futoška, Kneza Mihailova, Đure Đakovića, Vojvode Putnika, Braće Brkić, Pavla Papa. On the way, you can see: Matica Srpska Gallery, Svetozar Miletić Monument, Limanski Park, Novi Sad Fair.",49
Braće Jovanović,Bus Line 58,8:34,"The bus passes through the streets: Dositejeva, Beogradska, Braće Čolaković, Kralja Petra I, Braće Popović, Pavla Papa, Kraljice Marije. On the way, you can see: Freedom Square, Novi Sad Synagogue.",57
Zmaj Jovina,Bus Line 98,14:49,"The bus passes through the streets: Kneza Višeslava, Novosadska 3, Braće Krkljuš, Stevana Sremca, Braće Ribnikar, Stefana Dečanskog. On the way, you can see: Matica Srpska Gallery, Danube River, Liberty Square.",55
Svetozara Miletića,Bus Line 51,9:54,"The bus passes through the streets: Milana Tepić, Nova 2, Žarka Zrenjanina, Bulevar Jaše Tomića, Maršala Tita, Jevrejska. On the way, you can see: Stari Grad, City Hall, Matica Srpska Gallery, University of Novi Sad.",24
Partizanska,Bus Line 93,21:58,"The bus passes through the streets: Stefana Dečanskog, Braće Ribnikar, Svetosavska, Lasla Gala, Njegoševa, Aleksandra Vulina, Stevana Sremca, Pavla Papa, Stepanovići, Cara Lazara. On the way, you can see: City Hall, Strand Beach, Freedom Square, University of Novi Sad.",31
Vojvode Putnika,Bus Line 7,21:21,"The bus passes through the streets: Kneza Mihailova, Temerinska, Bulevar kralja Aleksandra, Zmaj Jovina, Laze Kostića. On the way, you can see: Fish Market, Spens Sports Center, Fruška Gora National Park, Žeželj Bridge.",25
Miloša Obilića,Bus Line 57,7:47,"The bus passes through the streets: Narodnih Heroja, Petra Kočića, Vojvode Mišića, Jevrejska, Jevrejska, Mihajla Pupina. On the way, you can see: Fruška Gora National Park, Freedom Square.",22
Jevrejska,Bus Line 3,4:07,"The bus passes through the streets: Bulevar cara Lazara, Kisacka, Lasla Gala, Trg Slobode, Temerinska, Pavla Papa, Novosadska, Kneza Višeslava. On the way, you can see: Big Shopping Mall, Stari Grad.",50
Njegoševa,Bus Line 77,12:49,"The bus passes through the streets: Žarka Zrenjanina, Braće Đukić, Petra Drapšina, Aleksandra Vulina, Majke Jugovića. On the way, you can see: Fruška Gora National Park, Liberty Square, Danube River, Novi Sad Synagogue.",21
Braće Ribnikar,Bus Line 46,23:00,"The bus passes through the streets: Jevrejska, Vladimira Perića, Kraljice Marije, Pariske Komune, Veternik, Kneza Mihaila, Trg Republike, Braće Jerković, Braće Vujić, Cara Dušana. On the way, you can see: City Hall, Novi Sad Synagogue.",52
Nova 1,Bus Line 95,2:37,"The bus passes through the streets: Zmaj Jovina, Kneza Lazara, Pavla Papa, Braće Kovač, Miše Dimitrijevića, Braće Krkljuš, Novosadska, Trg Republike, Veternik, Bulevar kralja Petra I. On the way, you can see: Danube Park, Strand Beach.",29
Svetozara Miletića,Bus Line 28,12:01,"The bus passes through the streets: Bulevar Evrope, Petefi Šandora, Partizanska, Miletićeva, Cara Dušana. On the way, you can see: Svetozar Miletić Monument, Danube Park, Žeželj Bridge, Spens Sports Center.",55
Petefi Šandora,Bus Line 17,12:14,"The bus passes through the streets: Svetosavska, Zmaj Jovina, Veternik, Adice, Dunavska, Njegoševa, Pavla Papa. On the way, you can see: Matica Srpska Gallery, University of Novi Sad, Svetozar Miletić Monument.",26
Vojvode Mišića,Bus Line 20,9:44,"The bus passes through the streets: Bulevar kralja Petra I, Sonje Marinković, Vojvode Mišića, Kneza Pavla, Mihajla Pupina, Partizanska. On the way, you can see: Limanski Park, Stari Grad, Danube Park.",38
Omladinska,Bus Line 41,18:54,"The bus passes through the streets: Milovana Glišića, Bulevar Oslobođenja, Svetosavska, Braće Ribnikar, Novosadska 1, Futoška, Braće Krkljuš, Majke Jugovića, Petefi Šandora. On the way, you can see: Fruška Gora National Park, Žeželj Bridge, Danube River, Serbian National Theatre.",56
Narodnog Fronta,Bus Line 73,1:37,"The bus passes through the streets: Nova 1, Braće Brkić, Slobodana Bajica, Svetosavska, Njegoševa, Braće Đukić, Pariske Komune, Braće Ribnikar, Njegoševa, Somborska Rampa. On the way, you can see: Cathedral of Saint George, Liberty Square.",21
Vojvode Mišića,Bus Line 89,21:58,"The bus passes through the streets: Kneza Mihailova, Bulevar Jaše Tomića, Kisacka, Adice, Petefi Šandora, Dositejeva. On the way, you can see: Strand Beach, Svetozar Miletić Monument, Fruška Gora National Park.",45
Kneza Lazara,Bus Line 9,4:25,"The bus passes through the streets: Kralja Aleksandra I Karađorđevića, Cara Lazara, Laze Telečkog, Beogradska, Lasla Gala. On the way, you can see: University of Novi Sad, Novi Sad Synagogue, Matica Srpska Gallery, Museum of Vojvodina.",58
Železnička,Bus Line 90,21:43,"The bus passes through the streets: Braće Novaković, Kneza Pavla, Nova 2, Zlatiborska, Kisacka, Dositejeva, Pavla Papa, Novosadska 1, Vojislava Ilića. On the way, you can see: Svetozar Miletić Monument, Fish Market.",23
Braće Jerković,Bus Line 82,14:29,"The bus passes through the streets: Braće Jovanović, Petra Kočića, Svetog Save, Nova 1, Đorđa Jovanovića, Maksima Gorkog, Petefi Šandora. On the way, you can see: Fruška Gora National Park, Cathedral of Saint George.",56
Nikole Tesle,Bus Line 73,6:12,"The bus passes through the streets: Narodnog Fronta, Braće Stefanović, Braće Milić, Lasla Gala, Vuka Karadžića, Braće Krkljuš. On the way, you can see: Fruška Gora National Park, Stari Grad, Big Shopping Mall, Novi Sad Fair.",58
Maršala Tita,Bus Line 72,14:44,"The bus passes through the streets: Braće Ribnikar, Zlatiborska, Kneza Miloša, Futoška, Novosadska, Temerinska, Stefana Dečanskog, Bulevar kralja Aleksandra. On the way, you can see: Novi Sad Fair, Strand Beach, Danube River.",56
Kisacka,Bus Line 70,1:37,"The bus passes through the streets: Braće Penić, Miloša Obilića, Kraljice Marije, Vuka Karadžića, Petefi Šandora, Stefana Dečanskog, Braće Grulović, Salajka. On the way, you can see: City Hall, Petrovaradin Fortress, Fish Market, Matica Srpska Gallery.",24
Njegoševa,Bus Line 54,20:21,"The bus passes through the streets: Svetosavska, Braće Jovanović, Petra Drapšina, Lasla Gala, Bulevar kralja Aleksandra, Jovana Cvijića, Braće Penić. On the way, you can see: Liberty Square, Petrovaradin Fortress, Novi Sad Synagogue, City Hall.",28
Železnička,Bus Line 1,9:44,"The bus passes through the streets: Kralja Aleksandra I Karađorđevića, Jug Bogdana, Kneza Miloša, Bulevar Jaše Tomića, Bulevar Evrope, Braće Ilić. On the way, you can see: Stari Grad, Spens Sports Center, Serbian National Theatre, Svetozar Miletić Monument.",32
Partizanska,Bus Line 47,9:04,"The bus passes through the streets: Braće Popović, Bulevar Mihajla Pupina, Kneza Mihaila, Svetozara Miletića, Kralja Petra I, Braće Grulović, Kralja Aleksandra, Futog, Braće Čolaković. On the way, you can see: Fruška Gora National Park, Strand Beach, Danube River.",52
Vojvode Mišića,Bus Line 92,14:44,"The bus passes through the streets: Braće Janjić, Petefi Šandora, Podbara, Braće Novaković, Jovana Cvijića. On the way, you can see: Matica Srpska Gallery, Petrovaradin Fortress, Big Shopping Mall, Danube River.",31
Braće Krkljuš,Bus Line 56,23:00,"The bus passes through the streets: Feješ Klare, Vuka Karadžića, Kralja Petra I, Kneza Mihaila, Zmaj Jovina, Bulevar Mihajla Pupina, Jovana Subotića, Majke Jugovića, Stevana Mokranjca, Stražilovska. On the way, you can see: Cathedral of Saint George, Fruška Gora National Park.",46
Jovana Dučića,Bus Line 19,7:32,"The bus passes through the streets: Nikole Tesle, Braće Vujić, Braće Čolaković, Zlatiborska, Jovana Cvijića, Kneza Lazara, Vukašinovićeva. On the way, you can see: Freedom Square, Žeželj Bridge.",48
Miše Dimitrijevića,Bus Line 46,11:31,"The bus passes through the streets: Braće Brkić, Kralja Aleksandra I Karađorđevića, Milana Tepić, Njegoševa, Trg Slobode, Nikole Tesle, Braće Krsmanović, Pariske Komune, Braće Ribnikar. On the way, you can see: Svetozar Miletić Monument, Liberty Square, Museum of Vojvodina.",23
Jevrejska,Bus Line 2,6:05,"The bus passes through the streets: Vojislava Ilića, Njegoševa, Klisa, Jovana Dučića, Miloša Obilića, Sonje Marinković, Vukašinovićeva. On the way, you can see: Museum of Vojvodina, Fish Market, Serbian National Theatre.",57
Braće Krsmanović,Bus Line 53,3:52,"The bus passes through the streets: Jug Bogdana, Kraljice Marije, Braće Radić, Stražilovska, Klisa, Slobodana Bajica, Novosadska 1, Kneza Višeslava, Kneza Lazara. On the way, you can see: Serbian National Theatre, City Hall, Limanski Park, Matica Srpska Gallery.",47
Nikole Tesle,Bus Line 13,13:49,"The bus passes through the streets: Stražilovska, Vukašinovićeva, Majke Jugovića, Jevrejska, Petefi Šandora, Petra Kočića, Feješ Klare, Vojislava Ilića. On the way, you can see: Big Shopping Mall, Fruška Gora National Park, Matica Srpska Gallery.",41
Braće Penić,Bus Line 58,9:39,"The bus passes through the streets: Kralja Milana, Braće Milić, Braće Krkljuš, Narodnog Fronta, Futoška, Gogoljeva, Braće Ilić, Slobodana Bajica, Žarka Zrenjanina, Braće Đukić. On the way, you can see: Novi Sad Fair, Svetozar Miletić Monument, Liberty Square.",32
Carice Milice,Bus Line 76,15:54,"The bus passes through the streets: Kneza Mihaila, Novosadska 1, Braće Stefanović, Bulevar Patrijarha Pavla, Stepanovići, Ive Lole Ribara, Miletićeva, Pariske Komune, Kisacka. On the way, you can see: Novi Sad Fair, Danube River, University of Novi Sad, Matica Srpska Gallery.",20
Kneza Pavla,Bus Line 32,4:07,"The bus passes through the streets: Maksima Gorkog, Kneza Pavla, Braće Penić, Stražilovska, Radnički, Novosadska 2, Žarka Zrenjanina, Banatić. On the way, you can see: Strand Beach, Serbian National Theatre, Stari Grad.",36
Ive Lole Ribara,Bus Line 20,20:16,"The bus passes through the streets: Stražilovska, Grbavica, Novosadska 1, Adice, Braće Radić. On the way, you can see: City Hall, Svetozar Miletić Monument, Big Shopping Mall, Fruška Gora National Park.",34
Petefi Šandora,Bus Line 41,2:17,"The bus passes through the streets: Braće Krkljuš, Bulevar Patrijarha Pavla, Kralja Aleksandra, Njegoševa, Nikole Tesle, Jovana Cvijića, Kneza Lazara, Lasla Gala, Braće Janjić, Vuka Karadžića. On the way, you can see: City Hall, Museum of Vojvodina.",22
Milana Tepić,Bus Line 15,20:31,"The bus passes through the streets: Miloša Obilića, Stevana Mokranjca, Stefana Dečanskog, Partizanska, Petra Drapšina, Braće Penić, Kneza Višeslava, Nikole Tesle. On the way, you can see: Strand Beach, Svetozar Miletić Monument, Danube River.",36
Pariske Komune,Bus Line 94,20:31,"The bus passes through the streets: Kneza Mihaila, Sajlovo, Zmaj Jovina, Laze Kostića, Kralja Milana. On the way, you can see: Liberty Square, Serbian National Theatre.",44
Ive Lole Ribara,Bus Line 94,9:54,"The bus passes through the streets: Žarka Zrenjanina, Milana Tepić, Svetosavska, Njegoševa, Somborska Rampa, Partizanska, Braće Dronjak, Kralja Petra I, Stražilovska, Železnička. On the way, you can see: Limanski Park, Strand Beach, Žeželj Bridge, Stari Grad.",38
Bulevar Mihajla Pupina,Bus Line 20,23:00,"The bus passes through the streets: Braće Ilić, Novosadska 2, Trg Slobode, Stevana Sinđelića, Karađorđeva, Miloša Obilića, Braće Đukić, Svetosavska, Vojislava Ilića. On the way, you can see: Fruška Gora National Park, Serbian National Theatre, City Hall.",56
Kralja Aleksandra,Bus Line 77,3:37,"The bus passes through the streets: Braće Čolaković, Telep, Kneza Višeslava, Nova 1, Kneza Mihailova, Futoška, Bulevar Mihajla Pupina, Jevrejska, Braće Krsmanović, Vojvode Mišića. On the way, you can see: City Hall, Žeželj Bridge, Cathedral of Saint George, Danube Park.",50
Železnička,Bus Line 15,11:46,"The bus passes through the streets: Kralja Aleksandra, Kisacka, Beogradska, Balzakova, Maksima Gorkog, Zlatiborska, Bulevar kralja Petra I, Novosadska, Kralja Petra I, Kneza Pavla. On the way, you can see: Novi Sad Fair, Fruška Gora National Park.",28
Petefi Šandora,Bus Line 98,2:17,"The bus passes through the streets: Jovana Dučića, Vojvode Mišića, Nikole Tesle, Novosadska 3, Braće Jovanović, Dositejeva. On the way, you can see: Svetozar Miletić Monument, Freedom Square.",36
Njegoševa,Bus Line 32,4:25,"The bus passes through the streets: Nikole Tesle, Pavla Papa, Miloša Obilića, Laze Kostića, Vojvode Mišića, Maršala Tita, Adice. On the way, you can see: Cathedral of Saint George, Fruška Gora National Park.",25
Braće Krkljuš,Bus Line 77,0:57,"The bus passes through the streets: Sajlovo, Klisa, Kralja Aleksandra I Karađorđevića, Svetosavska, Trg Slobode, Stepanovići, Braće Novaković, Braće Krkljuš, Braće Penić, Trg Republike. On the way, you can see: Limanski Park, Novi Sad Synagogue, Liberty Square.",51
Bulevar Mihajla Pupina,Bus Line 84,0:35,"The bus passes through the streets: Braće Krsmanović, Aleksandra Vulina, Kralja Aleksandra, Braće Milić, Vojvode Mišića, Vojvode Putnika, Braće Krkljuš, Vuka Karadžića, Partizanska. On the way, you can see: Stari Grad, Serbian National Theatre, Novi Sad Fair.",54
Stevana Mokranjca,Bus Line 50,2:57,"The bus passes through the streets: Majke Jugovića, Braće Radić, Vuka Karadžića, Jevrejska, Narodnog Fronta, Stražilovska, Banatić, Braće Milić. On the way, you can see: Novi Sad Synagogue, City Hall, Fruška Gora National Park, Stari Grad.",41
Salajka,Bus Line 61,12:04,"The bus passes through the streets: Klisa, Kralja Aleksandra, Đure Đakovića, Bulevar Jaše Tomića, Zmaj Jovina, Njegoševa, Kralja Aleksandra I Karađorđevića. On the way, you can see: Strand Beach, Serbian National Theatre, University of Novi Sad, Žeželj Bridge.",40
Jovana Subotića,Bus Line 92,12:01,"The bus passes through the streets: Mihajla Pupina, Novosadska 3, Lasla Gala, Partizanska, Kralja Milana, Novosadska 1. On the way, you can see: Danube River, Matica Srpska Gallery, Serbian National Theatre, Museum of Vojvodina.",27
Svetog Save,Bus Line 49,17:07,"The bus passes through the streets: Jovana Cvijića, Petefi Šandora, Braće Penić, Vukašinovićeva, Svetosavska, Milana Tepić, Nova 2. On the way, you can see: Freedom Square, Strand Beach, Limanski Park, Novi Sad Fair.",41
Laze Telečkog,Bus Line 2,11:31,"The bus passes through the streets: Stevana Sremca, Novosadska 2, Svetog Save, Telep, Stevana Sinđelića, Kneza Mihailova, Petefi Šandora, Đorđa Jovanovića, Bulevar Patrijarha Pavla. On the way, you can see: University of Novi Sad, Fish Market, Strand Beach.",52
Zlatiborska,Bus Line 27,4:07,"The bus passes through the streets: Nova 2, Vuka Karadžića, Partizanska, Salajka, Braće Vujić. On the way, you can see: Fish Market, Freedom Square, Svetozar Miletić Monument, Novi Sad Fair.",32
Bulevar cara Lazara,Bus Line 10,23:00,"The bus passes through the streets: Braće Čolaković, Jovana Cvijića, Živojina Mišića, Pavla Papa, Braće Milić, Braće Ribnikar, Đure Đakovića, Braće Radić, Stefana Dečanskog. On the way, you can see: Museum of Vojvodina, Serbian National Theatre, Matica Srpska Gallery.",52
Kralja Petra I,Bus Line 76,10:29,"The bus passes through the streets: Podbara, Kneza Višeslava, Sonje Marinković, Braće Đukić, Slobodana Bajica, Adice, Gogoljeva, Nikole Tesle, Laze Telečkog. On the way, you can see: Big Shopping Mall, Žeželj Bridge, Freedom Square.",50
Braće Milić,Bus Line 32,18:54,"The bus passes through the streets: Vladimira Perića, Bulevar cara Lazara, Braće Krkljuš, Žarka Zrenjanina, Laze Kostića, Svetozara Miletića, Nova 2, Bulevar Mihajla Pupina, Kralja Aleksandra I Karađorđevića, Novosadska. On the way, you can see: Svetozar Miletić Monument, Žeželj Bridge, Fruška Gora National Park.",35
Braće Milić,Bus Line 48,16:17,"The bus passes through the streets: Laze Kostića, Vladimira Perića, Braće Novaković, Braće Ribnikar, Feješ Klare, Telep, Vuka Karadžića, Braće Vujić, Somborska Rampa, Stevana Mokranjca. On the way, you can see: Liberty Square, Danube Park, Serbian National Theatre.",23
Kneza Mihailova,Bus Line 72,3:57,"The bus passes through the streets: Braće Popović, Milovana Glišića, Braće Novaković, Vladimira Perića, Kralja Aleksandra I Karađorđevića. On the way, you can see: Museum of Vojvodina, Novi Sad Synagogue.",52
Limani,Bus Line 84,12:49,"The bus passes through the streets: Laze Kostića, Vukašinovićeva, Petra Kočića, Dunavska, Njegoševa. On the way, you can see: Big Shopping Mall, University of Novi Sad.",24
Narodnih Heroja,Bus Line 91,6:47,"The bus passes through the streets: Detelinara, Kneza Mihailova, Nikole Tesle, Partizanska, Petra Kočića, Miše Dimitrijevića, Cara Dušana, Cara Lazara, Svetosavska. On the way, you can see: Freedom Square, Limanski Park, Danube River.",45
Nikole Tesle,Bus Line 25,10:29,"The bus passes through the streets: Trg Slobode, Miletićeva, Novosadska 1, Stepanovići, Milutina Milankovića, Braće Milić. On the way, you can see: Novi Sad Fair, Spens Sports Center.",51
Nikole Tesle,Bus Line 30,4:22,"The bus passes through the streets: Bulevar kralja Aleksandra, Branka Radičevića, Kraljice Marije, Jovana Cvijića, Stevana Mokranjca, Njegoševa. On the way, you can see: University of Novi Sad, Novi Sad Fair, Limanski Park, Museum of Vojvodina.",28
Vojislava Ilića,Bus Line 76,20:24,"The bus passes through the streets: Stepanovići, Radnički, Kraljice Marije, Đure Đakovića, Kisacka, Braće Kovač, Petra Kočića. On the way, you can see: Novi Sad Fair, Spens Sports Center, Petrovaradin Fortress.",36
